Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;
250890105000021;1;443;5;4;10;7;9;12;13;15;19;13;19;15;8;10;17;10;10;15;8;13;17;10;14;7;8;6;6;11;7;9;5;7;8;7;6;5;4;7;3;6;4;8;0;3;2;2;0;3;1;3;0;7;2;2;6;1;1;0;1;1;0;0;1;1;0;1;1;1;0;2;2;1;0;0;0;1;125;91;138;5;21;3;24;0;
250890105000022;1;249;1;3;7;4;4;4;7;4;7;8;10;4;3;5;3;1;6;6;5;3;5;5;3;4;5;2;5;9;1;1;6;5;4;8;1;2;1;4;6;4;4;5;0;1;3;2;3;0;3;3;3;5;2;4;4;1;0;4;5;0;2;3;1;1;0;1;2;3;0;1;0;0;2;1;1;3;81;45;84;0;9;2;9;0;
250890105000023;1;686;5;12;16;15;18;18;19;19;15;26;20;21;21;21;16;20;17;15;19;20;17;24;17;16;17;15;11;9;15;10;15;8;8;7;11;6;9;7;12;8;5;6;6;12;5;4;6;4;2;5;2;0;4;2;3;1;0;0;0;3;2;3;1;0;3;1;0;1;1;3;0;1;1;0;1;3;177;140;241;2;34;4;17;0;
250890105000024;1;566;4;6;11;5;12;25;19;23;17;12;27;15;23;14;16;15;16;21;7;16;8;5;12;20;11;12;7;7;3;11;2;19;8;8;9;7;8;13;6;5;3;12;6;0;4;4;3;3;2;2;4;4;4;1;1;2;2;2;1;5;0;2;0;2;1;4;0;2;2;0;0;0;0;1;0;2;148;129;191;5;33;6;14;2;
250890105000025;1;696;3;8;10;18;20;14;23;20;22;22;20;25;5;22;14;16;22;17;22;21;12;16;11;25;13;13;11;23;15;18;11;14;10;13;9;14;8;9;5;3;5;7;7;3;5;6;4;2;4;4;6;2;4;3;2;2;2;3;2;2;2;3;0;1;6;0;2;1;0;0;1;2;1;1;0;4;182;144;235;5;33;6;32;0;
250890105000026;1;842;6;9;7;19;25;24;20;18;27;22;25;25;22;16;18;17;23;14;25;31;21;16;16;23;15;12;16;8;19;14;19;17;8;10;18;16;16;9;13;12;10;8;7;6;9;8;5;8;3;9;5;4;4;4;3;3;6;9;3;2;5;4;2;0;1;1;2;1;2;2;0;3;0;1;4;7;210;186;296;8;36;12;28;0;
250890105000027;1;690;8;7;8;23;13;17;20;22;21;29;24;22;15;18;20;17;18;17;18;19;14;11;12;23;13;12;14;10;18;14;11;8;7;10;8;9;7;7;6;13;12;5;6;5;7;9;4;9;7;4;2;5;5;0;2;0;3;2;1;1;2;1;1;0;1;0;1;2;1;2;2;1;1;0;0;3;179;156;247;2;19;7;21;0;
250890105000028;1;477;2;8;9;9;9;14;12;13;8;9;12;12;14;9;16;10;10;7;8;18;15;14;16;7;9;11;5;7;10;8;8;10;11;7;7;6;4;10;6;8;6;7;0;5;5;2;3;3;1;5;2;3;4;2;2;0;1;2;2;2;4;3;6;1;3;3;3;0;1;0;1;1;0;0;0;6;144;104;143;4;26;4;14;0;
250890105000029;1;505;0;1;8;13;12;22;18;20;21;25;19;24;22;19;7;13;10;9;15;6;7;10;12;6;10;6;15;10;9;8;6;14;5;10;5;6;5;2;5;4;5;4;7;3;3;2;5;2;5;1;4;4;1;0;1;3;0;2;2;1;0;1;2;0;0;2;1;2;0;0;0;1;0;0;0;2;125;100;203;4;16;4;18;0;
250890105000030;5;420;4;2;5;10;13;10;15;14;11;17;16;11;11;4;8;12;8;8;3;16;11;10;5;9;7;7;10;10;10;4;2;10;8;5;3;12;3;2;10;4;8;5;7;5;5;2;5;1;2;5;1;3;5;2;4;3;3;2;0;1;0;2;0;1;0;2;2;0;1;0;3;0;0;0;0;0;109;94;131;2;19;3;10;1;
250890105000031;8;290;0;2;2;7;10;12;5;13;7;10;13;13;9;7;8;6;14;11;5;9;5;2;8;7;4;7;6;4;7;5;2;7;4;3;4;2;4;2;3;2;2;3;5;2;3;1;1;3;1;3;0;1;2;2;1;0;1;1;1;1;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;1;70;64;118;0;9;1;5;0;
250890105000032;8;264;0;2;4;1;8;4;17;5;14;13;9;11;13;16;13;14;9;5;8;6;8;5;2;8;4;7;0;1;2;3;2;2;4;4;4;3;3;4;0;1;2;2;4;1;0;1;2;1;1;0;0;0;1;0;0;0;1;0;2;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;49;44;135;3;3;2;13;0;
250890105000033;8;452;2;2;12;9;10;9;14;14;16;12;20;20;10;13;19;13;18;16;14;9;14;13;10;9;5;9;6;9;4;8;11;6;3;5;2;2;5;5;7;3;10;2;2;1;2;2;0;2;3;6;4;4;1;2;4;3;2;1;1;0;1;2;1;1;0;0;0;1;1;1;0;0;0;0;1;3;82;94;205;1;17;2;15;0;
250890105000034;8;691;7;2;9;14;22;14;29;27;25;26;33;31;26;30;19;17;23;14;22;14;19;17;15;16;14;8;10;8;12;14;10;7;7;9;6;15;5;6;7;7;8;3;2;5;4;3;4;5;1;3;0;3;2;1;1;1;1;2;5;1;3;0;3;1;2;3;1;1;0;2;0;0;0;2;0;2;113;150;306;0;34;6;28;0;
250890105000035;8;152;1;1;3;7;2;6;5;7;7;8;4;7;10;7;4;3;3;6;6;5;2;5;4;3;2;0;3;1;2;1;1;1;2;1;0;2;0;3;1;0;1;2;1;0;1;0;0;2;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;35;25;63;4;3;6;2;0;
250890105000036;8;18;0;0;1;0;0;1;0;3;1;0;1;1;1;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;12;0;0;0;1;0;
250890105000038;5;97;0;0;3;4;2;2;3;1;6;3;3;5;5;4;3;3;2;4;3;1;3;3;2;3;3;1;0;0;1;1;2;2;0;0;0;2;0;1;2;1;1;0;0;1;0;2;2;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;23;18;36;0;6;0;5;0;
250890105000039;5;164;0;0;0;7;5;2;3;2;5;8;8;5;6;6;2;9;8;7;3;5;4;9;5;3;3;1;1;4;1;3;2;5;0;1;2;2;1;1;3;1;1;1;0;3;1;2;1;1;0;2;0;1;0;1;1;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;40;35;58;2;8;3;6;0;
250890105000040;1;414;2;5;7;10;9;15;13;16;11;11;10;14;9;13;8;12;8;12;15;13;13;17;12;10;4;14;9;4;9;7;7;9;2;2;3;4;3;2;5;3;1;6;3;4;3;7;3;2;4;2;2;2;1;0;3;3;2;2;1;1;2;3;0;0;2;1;0;0;1;0;0;0;0;1;0;0;108;92;135;4;22;5;14;1;
250890105000041;1;773;8;6;6;10;19;14;32;14;19;23;24;25;25;29;18;25;19;19;19;12;24;19;14;19;20;19;9;13;14;13;12;9;11;10;18;20;14;7;8;14;10;9;9;8;4;3;4;5;5;7;2;4;3;4;4;8;3;4;1;3;1;3;3;1;1;1;1;1;1;1;1;2;1;0;0;2;211;167;289;4;25;4;24;0;
250890105000042;1;447;1;4;5;5;7;12;8;16;17;21;22;13;19;12;16;16;14;7;13;5;6;8;8;10;11;7;14;8;9;12;12;6;10;7;7;5;1;4;6;4;2;9;4;2;7;4;3;2;0;1;2;2;1;1;2;3;4;2;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;2;119;108;161;5;10;5;12;3;
250890105000043;1;456;2;11;5;11;6;11;9;10;9;11;14;11;13;10;18;8;10;6;9;8;13;15;12;14;12;14;9;5;6;8;8;9;6;6;3;6;4;2;6;7;5;5;5;6;6;2;2;5;4;5;4;6;3;7;5;2;2;4;1;5;0;2;1;1;0;0;3;0;0;4;0;0;0;0;0;4;126;96;156;5;15;8;13;0;
250890105000044;1;551;3;3;8;9;12;16;19;14;15;10;12;25;15;18;15;12;16;17;10;13;13;12;6;6;12;10;16;8;9;9;7;5;5;7;10;9;3;13;6;7;4;6;6;6;6;11;5;6;5;5;2;2;2;2;7;2;2;1;1;4;1;2;0;1;0;1;2;5;2;3;4;2;1;0;1;6;137;105;202;8;36;3;15;4;
250890105000045;1;593;6;6;7;12;13;15;13;21;16;16;21;15;17;13;13;20;13;14;14;12;14;7;11;14;15;17;17;9;8;6;12;6;10;15;7;7;8;6;5;9;7;7;4;11;2;2;5;3;5;4;5;1;1;7;4;6;0;4;2;1;5;1;0;2;2;2;0;1;4;2;0;0;2;0;0;11;167;130;191;3;29;7;19;3;
250890105000046;8;290;5;3;2;5;7;10;6;13;15;8;8;7;8;4;8;13;4;10;10;9;8;5;6;8;8;7;5;2;4;4;7;6;6;3;1;4;3;3;4;2;4;5;1;0;2;0;1;2;1;1;2;0;1;0;0;1;0;3;1;0;3;0;2;2;0;0;0;0;4;2;1;0;0;0;0;0;66;62;119;0;8;5;8;0;
250890105000047;7;91;0;0;0;2;0;3;1;1;2;3;2;1;1;2;1;8;3;3;7;4;2;4;4;5;3;3;2;0;3;3;1;1;0;1;0;0;2;0;0;0;2;0;0;0;0;0;0;0;1;1;0;1;1;2;1;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;28;31;20;3;1;3;3;0;
250890105000048;4;231;2;4;4;1;5;4;11;10;7;11;7;9;8;10;5;8;3;3;10;9;6;4;2;7;7;5;6;4;5;5;7;6;3;3;1;1;2;1;0;6;1;0;4;0;0;0;1;0;1;0;0;1;1;0;1;2;0;1;2;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;63;52;90;0;4;2;4;0;
250890125000001;1;434;1;1;9;9;11;16;19;20;23;17;17;19;14;19;17;9;8;9;11;6;8;10;11;6;12;7;9;2;5;6;6;8;9;5;2;6;3;4;3;6;3;5;1;3;1;0;3;0;3;1;0;2;2;1;2;1;2;0;2;2;1;1;2;1;1;4;1;1;1;0;0;2;0;1;1;0;86;87;196;1;22;3;8;0;
250890125000002;8;143;0;3;4;4;3;5;8;3;7;8;6;8;4;6;3;3;5;5;0;4;2;0;0;6;4;1;1;1;4;0;1;1;1;0;1;1;0;2;1;2;0;1;0;4;1;1;1;0;2;0;1;1;1;2;1;3;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;27;29;57;0;11;0;5;0;
250890125000003;8;301;0;3;3;3;6;9;7;13;10;17;17;13;12;11;16;9;6;11;8;6;4;8;8;6;5;5;7;4;1;3;3;3;3;3;5;3;3;1;2;6;2;2;4;1;2;0;2;2;2;1;0;1;1;1;1;2;0;2;1;4;0;2;0;1;0;0;0;1;1;0;0;0;0;0;0;2;73;50;113;10;10;11;18;1;
250890125000004;8;144;1;0;2;3;5;6;7;4;5;9;5;4;4;8;5;1;7;4;2;2;1;3;5;0;2;3;2;4;0;2;3;2;4;0;1;2;1;1;4;0;2;1;1;1;0;1;0;2;2;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;1;2;27;32;63;1;3;2;5;0;
250890125000005;5;612;0;6;9;13;13;15;14;13;21;24;22;25;21;20;13;17;17;21;18;13;14;11;12;17;7;11;13;5;11;7;12;9;9;11;5;15;10;8;10;5;15;7;6;4;2;3;7;6;5;5;3;2;2;2;1;1;5;1;2;1;0;4;1;2;0;1;1;0;1;0;1;0;1;0;0;3;176;127;232;3;12;6;11;4;
250890125000006;1;441;1;2;8;11;7;9;7;11;8;13;19;10;7;17;13;9;11;21;13;10;17;11;13;9;14;6;8;6;8;4;4;7;8;5;5;8;6;4;2;1;3;4;4;5;6;2;2;4;5;5;3;2;2;4;1;5;1;1;1;3;2;2;4;0;3;2;2;1;3;2;0;1;1;0;0;2;109;112;146;3;23;0;17;0;
250890125000007;8;301;3;4;6;7;7;7;3;6;17;12;9;11;9;9;7;5;11;8;11;2;10;6;4;7;1;4;8;7;6;3;3;1;5;3;9;7;3;2;4;1;2;0;3;5;4;2;3;1;2;0;2;1;2;2;1;2;2;1;1;3;0;0;1;1;1;2;0;2;3;2;0;0;0;0;0;2;69;58;126;0;9;4;7;1;
250900805000001;1;367;1;1;4;9;6;9;4;7;8;12;10;14;8;7;12;8;13;6;12;5;9;5;5;14;12;8;4;7;5;9;11;2;4;5;3;1;3;5;2;7;2;3;4;8;2;4;6;1;5;2;0;2;3;4;4;4;2;2;4;1;1;1;2;1;1;1;0;2;2;1;1;3;1;1;0;9;112;85;120;1;15;1;10;0;
250900805000002;1;363;3;4;3;5;6;6;11;4;9;11;8;4;12;12;8;10;8;9;6;12;6;3;7;5;8;7;4;8;12;0;8;3;5;6;5;7;9;9;2;3;5;7;2;4;3;5;4;4;5;1;4;4;5;3;1;2;3;1;1;4;0;2;2;1;2;0;2;2;2;4;0;0;0;0;1;9;114;77;121;3;4;5;14;0;
250900805000003;1;382;0;1;4;3;8;9;8;13;5;3;9;17;8;7;11;10;14;11;9;5;5;7;10;8;7;6;6;10;7;3;9;3;9;4;8;3;5;2;3;6;3;6;3;7;4;4;4;1;7;9;4;3;4;2;6;0;2;3;4;3;4;2;3;3;1;4;2;0;1;1;1;0;0;0;0;5;124;81;128;5;15;4;8;0;
250900805000004;1;87;0;1;0;1;0;1;2;2;3;5;3;2;1;1;4;1;5;1;3;3;1;4;0;0;1;1;1;0;2;3;1;0;0;3;2;1;2;2;1;1;2;1;0;0;1;1;0;1;0;0;2;0;1;1;1;1;1;1;0;1;0;0;0;2;1;0;0;0;0;0;1;0;2;0;0;1;25;15;32;2;6;1;3;0;
250900805000005;8;184;0;0;0;0;1;6;6;3;8;7;8;7;7;5;12;10;10;6;8;5;5;8;5;2;3;3;4;3;2;1;1;4;2;2;3;3;2;0;2;5;1;1;0;1;0;2;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;37;44;99;0;2;1;0;0;
250900805000006;8;211;0;0;2;3;1;5;1;5;6;13;5;7;8;9;7;13;6;8;4;6;6;1;6;1;4;2;2;6;5;4;3;5;4;2;1;2;1;2;4;0;2;3;3;0;4;3;1;1;3;0;0;0;3;2;0;1;2;0;2;0;0;1;3;1;2;0;0;0;0;0;1;0;1;0;1;1;51;50;93;0;4;5;2;0;
250900805000007;8;325;0;0;0;3;3;9;4;12;13;16;22;15;13;10;15;13;7;16;9;5;11;8;5;4;6;6;3;8;2;6;5;3;5;2;5;4;4;3;5;4;3;4;1;4;0;2;0;2;2;1;2;1;1;2;1;1;1;2;1;0;0;1;1;0;0;0;2;2;1;1;1;0;0;0;0;1;70;65;172;0;3;2;4;2;
250900805000008;8;54;0;0;0;1;1;1;0;2;0;0;3;0;3;2;4;2;3;2;3;0;1;3;3;0;0;1;1;2;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;0;11;15;22;0;1;1;1;0;
250900805000009;8;90;0;0;2;1;2;2;3;5;5;9;6;2;1;4;4;3;1;5;2;6;1;3;2;1;1;0;0;0;1;0;0;2;0;2;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;2;2;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;17;10;57;0;1;0;0;0;
250900805000010;8;309;1;1;5;1;8;4;12;9;11;7;12;12;9;10;9;6;10;8;11;9;6;7;7;4;8;4;1;9;5;10;2;8;4;2;5;3;4;6;2;3;3;2;3;3;3;4;4;3;1;0;0;4;2;3;2;2;0;0;2;1;0;2;0;0;1;1;1;1;0;0;1;2;0;0;0;3;87;70;127;4;3;1;1;0;
250900805000011;8;161;0;1;0;4;7;8;2;5;7;5;7;3;6;3;4;4;8;5;3;6;3;4;1;5;3;2;1;5;4;4;2;1;0;2;1;3;2;1;2;1;2;0;0;3;1;0;0;0;0;0;2;1;2;1;1;1;2;0;2;1;1;2;0;0;0;2;1;0;0;1;0;0;0;0;0;0;31;48;64;0;3;0;1;0;
250900805000012;1;521;4;6;4;11;16;11;17;16;15;15;10;17;17;17;19;16;16;13;10;18;15;8;18;9;16;10;8;10;7;11;9;14;9;6;6;7;4;7;3;6;5;2;5;4;3;4;2;0;0;2;2;3;1;2;2;2;4;3;3;2;3;2;4;2;1;0;0;0;1;1;0;1;0;1;0;3;135;137;195;1;7;0;4;0;
250900805000013;1;508;1;3;2;6;13;11;12;13;16;11;16;18;14;15;12;21;16;12;21;19;22;12;18;15;7;11;9;9;8;10;9;9;9;4;3;6;3;3;9;4;3;4;7;6;3;3;2;4;2;5;4;3;0;2;3;5;2;2;1;1;1;1;0;2;1;2;0;1;1;0;1;0;1;0;0;3;133;135;184;5;17;1;6;1;
250900805000014;1;283;0;0;1;3;2;9;4;8;10;6;12;8;17;15;14;8;9;10;6;9;6;7;6;3;5;7;5;4;5;3;2;3;2;4;3;4;3;6;3;2;3;5;3;5;4;1;0;1;1;1;1;1;2;0;1;2;0;1;1;0;3;0;1;0;0;3;1;1;1;1;1;1;1;0;0;2;69;62;135;1;4;0;3;0;
250900805000015;1;412;2;2;7;3;5;11;10;12;19;13;15;15;17;14;16;21;10;11;12;13;13;5;9;10;8;8;4;12;3;7;7;6;5;4;8;6;2;1;6;5;2;4;0;2;1;0;2;2;1;2;2;4;1;0;2;1;0;3;3;1;0;2;0;2;2;1;3;2;0;3;1;0;2;0;0;4;118;74;165;3;13;6;13;0;
250900805000016;1;619;4;9;9;9;13;16;16;18;26;21;22;18;14;20;18;16;27;20;22;24;12;9;16;10;15;18;16;10;7;11;9;8;8;8;5;4;6;4;2;10;3;7;8;2;3;2;9;0;3;3;6;2;2;2;2;1;2;1;6;2;2;1;2;1;1;4;2;0;0;2;0;0;1;0;1;6;170;141;222;3;22;4;9;0;
250900805000017;8;282;4;7;6;5;5;7;10;12;15;11;16;11;12;7;8;4;10;8;7;5;3;5;4;3;6;4;2;5;1;4;4;2;4;6;1;5;5;1;3;2;6;0;3;0;3;0;0;2;1;1;2;2;1;3;3;2;0;1;0;3;1;1;0;3;1;0;0;1;0;0;1;0;0;0;0;1;53;54;140;0;6;1;1;0;
250900805000018;8;269;0;0;3;2;5;4;9;13;10;15;12;15;10;11;10;18;12;8;7;7;6;1;2;9;7;1;2;6;6;3;3;5;4;2;4;3;2;4;2;2;3;0;3;2;0;2;0;3;0;0;0;1;0;0;1;1;1;1;0;2;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;54;55;135;0;6;2;5;1;
250900810000001;1;170;2;2;2;6;3;2;7;5;5;4;7;1;5;4;5;3;6;3;0;4;2;0;1;6;3;2;3;5;2;6;3;1;3;3;1;4;5;1;0;5;2;1;3;0;3;4;0;3;0;0;2;1;1;2;1;0;0;1;2;1;3;1;0;1;0;0;0;0;2;1;1;0;0;0;0;2;46;46;51;2;7;0;2;1;
250900810000002;8;306;0;0;0;5;6;4;10;7;10;14;10;14;9;7;7;13;11;12;12;7;6;11;4;8;8;8;7;2;9;3;4;3;2;5;0;3;1;3;1;5;2;1;3;2;3;2;6;1;4;1;4;2;1;1;2;0;2;3;1;1;2;1;1;2;0;0;2;0;2;1;0;1;0;0;0;1;80;57;141;2;4;6;5;0;
250900810000003;8;273;0;1;0;4;3;5;7;9;19;11;15;13;10;10;9;10;15;8;11;11;12;5;4;5;9;4;1;2;3;2;3;7;3;3;2;4;2;3;0;4;2;2;2;3;1;0;1;2;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;48;55;154;0;5;1;2;0;
250905705000001;1;697;2;2;11;15;13;18;16;19;22;19;20;14;25;31;19;25;17;18;19;13;10;18;12;13;9;12;13;5;11;8;6;10;9;12;18;10;10;9;10;15;6;8;7;12;6;10;4;3;3;3;4;7;6;3;1;3;8;3;3;3;4;1;1;1;1;2;2;1;1;1;0;2;1;3;4;11;199;143;252;4;28;3;21;3;
250905705000002;1;588;4;12;8;15;13;10;19;15;19;16;16;18;20;17;19;16;12;20;15;21;13;19;15;21;4;17;8;13;6;9;11;7;8;11;10;6;6;4;3;5;8;6;3;5;10;5;3;4;3;2;3;5;1;4;2;5;2;2;3;1;0;1;1;0;0;1;3;1;0;0;0;0;0;0;0;3;151;123;216;1;24;5;15;1;
250905705000003;8;638;2;10;13;14;18;21;20;26;24;15;29;29;21;29;19;24;16;27;19;17;18;11;13;9;11;14;8;10;10;10;8;9;5;7;9;8;7;10;8;7;1;6;1;5;4;2;3;4;2;4;2;3;1;0;2;1;0;2;0;2;0;1;0;0;1;1;0;1;2;1;0;0;0;0;0;1;149;151;245;3;12;4;13;4;
250905705000004;8;20;0;0;0;0;1;1;1;1;1;0;2;0;3;1;2;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;8;0;3;0;1;0;
250905705000005;5;149;0;0;2;1;4;3;5;5;7;6;4;3;8;8;2;7;6;4;4;2;10;5;4;3;4;4;1;3;1;1;1;3;0;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;2;2;1;0;2;0;0;0;1;1;1;1;2;0;0;1;1;1;0;1;0;0;0;0;0;0;41;29;60;0;2;1;8;1;
250905705000006;8;372;1;2;1;3;11;14;12;16;15;23;19;20;18;29;11;13;11;15;12;11;15;7;10;5;3;6;2;3;3;6;1;3;5;5;3;3;5;3;1;2;2;0;2;0;0;2;1;2;1;2;3;2;1;0;0;1;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;65;78;186;0;15;2;6;0;
250905705000007;5;212;0;0;2;2;6;3;8;9;8;11;7;11;12;7;9;3;9;4;10;5;6;5;4;2;2;5;6;4;4;2;5;2;1;5;2;2;2;3;1;4;3;0;3;1;1;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;56;46;78;0;9;6;7;0;
250905705000008;5;160;0;0;3;3;3;4;2;8;5;4;11;7;10;8;8;6;3;6;1;9;3;6;3;1;1;4;2;1;2;3;4;4;4;0;3;1;0;1;0;1;1;0;3;0;0;2;0;1;0;0;0;1;1;1;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;33;30;66;1;7;2;10;0;
250905705000009;5;151;0;5;1;1;3;6;2;5;0;8;7;7;2;6;2;7;5;3;1;5;4;6;3;2;3;2;5;3;5;2;2;3;2;1;2;2;5;0;3;2;2;0;1;0;5;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;37;34;65;0;1;0;4;0;
250905710000001;1;384;7;13;7;13;4;11;9;4;15;5;12;10;5;11;4;9;10;8;13;11;8;5;7;11;12;5;5;5;7;7;5;10;4;7;7;6;3;1;3;8;6;1;0;8;4;2;3;4;2;3;1;2;4;1;4;2;4;2;1;0;3;1;1;1;2;4;0;2;1;0;3;2;0;0;1;2;121;98;81;3;15;5;17;0;
250905710000002;8;275;2;3;4;6;7;4;7;6;9;6;7;6;9;6;6;14;9;9;12;7;7;3;2;7;5;5;2;7;3;3;2;1;6;6;2;4;4;1;2;6;0;3;1;1;4;2;2;2;2;3;3;2;2;2;0;2;2;4;5;1;4;0;1;0;1;3;0;1;2;1;0;0;0;0;0;2;81;62;78;2;15;0;12;3;
250905710000003;5;653;3;4;16;12;19;18;22;26;21;29;31;18;27;22;22;19;21;28;13;12;24;11;18;14;10;11;12;10;10;8;9;10;9;9;9;3;10;7;4;2;5;7;4;6;6;4;3;1;5;3;1;4;1;1;3;2;2;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;5;148;139;262;4;28;1;15;2;
250905710000004;1;186;3;3;5;2;9;6;3;3;3;4;10;5;2;4;3;6;8;2;8;5;3;4;5;4;2;2;5;3;1;3;1;2;2;4;3;4;3;1;4;6;1;2;2;1;1;0;1;0;2;1;4;1;1;0;1;3;1;0;1;1;2;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;53;50;52;1;2;1;5;0;
250910705000001;1;618;2;3;7;8;19;13;6;15;14;14;8;16;11;12;12;8;14;10;13;15;17;12;12;13;5;15;12;15;12;18;10;6;6;16;6;12;8;12;10;11;5;11;11;7;6;7;9;10;7;12;2;2;5;3;1;3;2;6;7;1;3;3;2;5;5;1;5;2;3;3;2;2;1;1;6;9;179;124;194;10;34;5;22;4;
250910705000002;1;547;4;6;12;8;10;9;8;5;10;11;10;11;9;20;11;15;13;10;15;15;10;15;17;7;12;8;11;10;11;5;5;12;7;19;6;4;9;13;9;7;14;8;8;9;7;4;2;8;6;4;4;5;1;6;4;1;6;2;2;0;7;4;1;4;1;1;0;2;2;3;1;1;2;0;2;6;158;107;177;4;37;5;17;0;
250910705000003;1;586;2;10;5;9;15;14;17;14;16;19;10;16;14;15;11;19;13;14;13;17;14;17;7;9;11;11;10;12;16;9;9;8;9;10;6;5;10;8;3;6;6;11;5;6;5;4;1;4;4;5;3;4;2;4;2;3;1;5;8;2;3;3;1;3;3;3;5;5;1;2;3;0;2;0;1;13;154;101;192;2;61;8;22;0;
250910705000004;1;583;4;9;12;16;10;16;18;13;14;21;13;13;13;16;11;8;13;16;15;15;11;9;9;8;12;13;5;12;9;18;8;12;12;8;6;9;7;10;3;5;5;5;3;4;3;3;9;3;3;4;2;12;3;2;5;3;4;5;5;0;4;3;2;3;5;3;1;0;1;5;2;0;1;0;2;16;157;124;174;5;44;6;20;0;
250910705000005;1;420;5;2;9;5;2;14;8;14;10;18;9;10;12;6;11;6;10;8;17;10;9;9;7;4;6;7;7;10;9;10;5;9;3;7;7;5;7;2;10;5;2;7;4;5;3;6;3;4;4;6;3;3;1;1;0;3;1;1;1;0;3;1;4;0;3;2;1;2;2;5;4;1;3;1;0;6;125;86;138;5;20;8;13;0;
250910705000006;1;559;2;9;3;9;11;11;10;13;11;5;17;14;9;16;11;11;13;15;11;11;10;8;9;6;12;10;9;13;9;10;6;9;10;6;12;7;8;10;8;9;8;10;9;10;5;4;7;8;1;10;3;6;6;4;4;8;4;5;4;1;7;1;0;2;2;3;5;3;0;7;2;7;0;2;0;8;165;114;186;2;26;8;22;0;
250910705000007;1;346;5;9;4;8;5;12;9;12;11;24;15;8;11;5;10;9;9;14;6;5;16;6;8;6;1;7;8;6;8;5;6;4;11;1;2;8;7;1;5;3;3;2;1;2;2;0;1;0;4;0;1;1;1;2;2;0;0;1;0;2;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;3;86;68;127;0;20;3;8;0;
250910705000008;1;549;9;11;8;10;8;7;13;7;14;10;11;13;16;9;14;13;12;15;14;12;18;13;6;14;8;8;10;9;9;6;12;4;6;8;9;14;10;10;6;9;10;10;7;11;10;7;2;7;8;3;6;4;1;5;2;4;4;1;1;4;6;2;1;3;3;1;1;1;1;2;2;1;1;0;0;2;144;116;198;0;24;4;17;0;
