Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132
250750705000883;1;968;968;466;164;336;348;396;194;6;21;3;931;32;0;5;968;9;949;10;0;0;0;0;966;84;577;207;98;2;968;964;4;0;0;0;0;0;968;968;0;0;966;2;0;454;454;215;80;158;157;195;87;3;11;1;435;17;0;2;454;3;445;6;0;0;0;0;453;37;268;104;44;1;454;451;3;0;0;0;0;0;454;454;0;0;453;1;0;514;514;251;84;178;191;201;107;3;10;2;496;15;0;3;514;6;504;4;0;0;0;0;513;47;309;103;54;1;514;513;1;0;0;0;0;0;514;514;0;0;513;1;0
250750705000884;1;663;663;468;0;195;288;255;98;5;14;3;641;22;0;0;653;56;540;52;0;5;0;10;653;82;397;119;55;10;663;658;5;0;0;0;0;0;663;663;0;0;663;0;0;323;323;234;0;89;134;128;50;2;8;1;311;12;0;0;316;26;262;25;0;3;0;7;316;39;193;57;27;7;323;320;3;0;0;0;0;0;323;323;0;0;323;0;0;340;340;234;0;106;154;127;48;3;6;2;330;10;0;0;337;30;278;27;0;2;0;3;337;43;204;62;28;3;340;338;2;0;0;0;0;0;340;340;0;0;340;0;0
250750705000885;1;928;928;921;7;0;774;0;144;1;9;0;928;0;0;0;928;35;0;893;0;0;0;0;928;783;124;14;7;0;928;928;0;0;0;0;0;0;928;928;0;0;907;21;0;421;421;417;4;0;347;0;68;1;5;0;421;0;0;0;421;14;0;407;0;0;0;0;421;356;57;5;3;0;421;421;0;0;0;0;0;0;421;421;0;0;411;10;0;507;507;504;3;0;427;0;76;0;4;0;507;0;0;0;507;21;0;486;0;0;0;0;507;427;67;9;4;0;507;507;0;0;0;0;0;0;507;507;0;0;496;11;0
250750705000886;1;632;632;620;5;7;447;7;147;0;31;0;632;0;0;0;632;610;22;0;0;0;0;0;632;312;279;36;5;0;632;632;0;0;0;0;0;0;632;632;0;0;629;3;0;295;295;292;2;1;213;3;63;0;16;0;295;0;0;0;295;287;8;0;0;0;0;0;295;148;123;21;3;0;295;295;0;0;0;0;0;0;295;295;0;0;293;2;0;337;337;328;3;6;234;4;84;0;15;0;337;0;0;0;337;323;14;0;0;0;0;0;337;164;156;15;2;0;337;337;0;0;0;0;0;0;337;337;0;0;336;1;0
250750705000887;1;610;610;576;20;14;342;15;223;0;30;0;610;0;0;0;610;37;49;524;0;0;0;0;610;366;203;41;0;0;610;610;0;0;0;0;0;0;610;610;0;0;602;0;8;298;298;282;7;9;164;6;110;0;18;0;298;0;0;0;298;16;22;260;0;0;0;0;298;178;102;18;0;0;298;298;0;0;0;0;0;0;298;298;0;0;294;0;4;312;312;294;13;5;178;9;113;0;12;0;312;0;0;0;312;21;27;264;0;0;0;0;312;188;101;23;0;0;312;312;0;0;0;0;0;0;312;312;0;0;308;0;4
250750705000888;1;533;533;512;10;11;306;1;190;0;36;0;533;0;0;0;533;7;0;526;0;0;0;0;533;338;189;6;0;0;533;532;1;0;0;0;0;0;533;533;0;0;506;9;18;257;257;247;5;5;143;1;98;0;15;0;257;0;0;0;257;3;0;254;0;0;0;0;257;162;92;3;0;0;257;256;1;0;0;0;0;0;257;257;0;0;243;4;10;276;276;265;5;6;163;0;92;0;21;0;276;0;0;0;276;4;0;272;0;0;0;0;276;176;97;3;0;0;276;276;0;0;0;0;0;0;276;276;0;0;263;5;8
250750705000889;1;820;819;819;0;0;501;10;280;6;18;4;819;0;0;0;819;0;369;450;0;0;0;0;819;541;240;28;10;0;819;819;0;0;0;0;0;0;814;814;0;5;744;70;0;396;395;395;0;0;239;4;139;3;9;1;395;0;0;0;395;0;181;214;0;0;0;0;395;255;121;13;6;0;395;395;0;0;0;0;0;0;393;393;0;2;363;30;0;424;424;424;0;0;262;6;141;3;9;3;424;0;0;0;424;0;188;236;0;0;0;0;424;286;119;15;4;0;424;424;0;0;0;0;0;0;421;421;0;3;381;40;0
250750705000890;1;573;573;504;0;32;358;0;156;0;48;11;564;9;0;0;573;569;4;0;0;0;0;0;536;264;191;63;18;37;573;573;0;0;0;0;0;0;573;573;0;0;543;16;14;263;263;233;0;12;166;0;71;0;22;4;260;3;0;0;263;262;1;0;0;0;0;0;245;117;86;34;8;18;263;263;0;0;0;0;0;0;263;263;0;0;248;7;8;310;310;271;0;20;192;0;85;0;26;7;304;6;0;0;310;307;3;0;0;0;0;0;291;147;105;29;10;19;310;310;0;0;0;0;0;0;310;310;0;0;295;9;6
250750705000891;1;361;361;339;22;0;166;20;169;0;0;6;361;0;0;0;361;98;263;0;0;0;0;0;361;258;83;17;3;0;361;361;0;0;0;0;0;0;361;361;0;0;352;9;0;158;158;145;13;0;72;9;74;0;0;3;158;0;0;0;158;39;119;0;0;0;0;0;158;117;34;6;1;0;158;158;0;0;0;0;0;0;158;158;0;0;154;4;0;203;203;194;9;0;94;11;95;0;0;3;203;0;0;0;203;59;144;0;0;0;0;0;203;141;49;11;2;0;203;203;0;0;0;0;0;0;203;203;0;0;198;5;0
250750705000892;1;663;663;631;32;0;387;0;271;0;5;0;663;0;0;0;663;0;661;2;0;0;0;0;663;243;277;103;40;0;663;663;0;0;0;0;0;0;663;663;0;0;653;1;9;288;288;275;13;0;162;0;124;0;2;0;288;0;0;0;288;0;287;1;0;0;0;0;288;101;117;51;19;0;288;288;0;0;0;0;0;0;288;288;0;0;284;1;3;375;375;356;19;0;225;0;147;0;3;0;375;0;0;0;375;0;374;1;0;0;0;0;375;142;160;52;21;0;375;375;0;0;0;0;0;0;375;375;0;0;369;0;6
250750705000893;1;745;745;736;9;0;639;0;88;0;18;0;745;0;0;0;742;625;12;65;0;40;0;3;739;621;101;12;5;6;745;745;0;0;0;0;0;0;740;740;0;5;692;36;12;354;354;351;3;0;305;0;40;0;9;0;354;0;0;0;352;298;4;33;0;17;0;2;351;299;46;5;1;3;354;354;0;0;0;0;0;0;350;350;0;4;331;14;5;391;391;385;6;0;334;0;48;0;9;0;391;0;0;0;390;327;8;32;0;23;0;1;388;322;55;7;4;3;391;391;0;0;0;0;0;0;390;390;0;1;361;22;7
250750705000894;1;781;781;681;99;0;574;10;180;0;17;0;781;0;0;0;778;10;0;768;0;0;0;3;747;567;172;0;8;34;775;775;0;6;0;0;0;0;781;781;0;0;608;78;95;376;376;324;51;0;277;5;84;0;10;0;376;0;0;0;376;5;0;371;0;0;0;0;362;283;76;0;3;14;371;371;0;5;0;0;0;0;376;376;0;0;298;34;44;405;405;357;48;0;297;5;96;0;7;0;405;0;0;0;402;5;0;397;0;0;0;3;385;284;96;0;5;20;404;404;0;1;0;0;0;0;405;405;0;0;310;44;51
250750705000895;1;880;880;732;113;35;530;38;298;0;14;0;879;0;0;1;876;26;21;829;0;0;0;4;872;663;184;14;11;8;852;829;23;0;0;28;0;0;880;880;0;0;855;6;19;431;431;369;46;16;260;23;142;0;6;0;430;0;0;1;429;14;11;404;0;0;0;2;427;328;88;7;4;4;416;407;9;0;0;15;0;0;431;431;0;0;415;4;12;449;449;363;67;19;270;15;156;0;8;0;449;0;0;0;447;12;10;425;0;0;0;2;445;335;96;7;7;4;436;422;14;0;0;13;0;0;449;449;0;0;440;2;7
250750705000896;1;758;758;696;4;58;414;36;233;0;75;0;754;4;0;0;758;758;0;0;0;0;0;0;758;193;301;172;92;0;758;758;0;0;0;0;0;0;758;758;0;0;742;9;7;318;318;294;3;21;168;17;100;0;33;0;316;2;0;0;318;318;0;0;0;0;0;0;318;75;128;72;43;0;318;318;0;0;0;0;0;0;318;318;0;0;311;4;3;440;440;402;1;37;246;19;133;0;42;0;438;2;0;0;440;440;0;0;0;0;0;0;440;118;173;100;49;0;440;440;0;0;0;0;0;0;440;440;0;0;431;5;4
250750705000897;1;915;913;851;12;50;397;272;224;0;20;0;913;0;0;0;913;11;17;885;0;0;0;0;913;286;488;126;13;0;913;913;0;0;0;0;0;0;913;913;0;0;886;27;0;442;440;410;5;25;194;130;110;0;6;0;440;0;0;0;440;5;7;428;0;0;0;0;440;141;235;58;6;0;440;440;0;0;0;0;0;0;440;440;0;0;426;14;0;473;473;441;7;25;203;142;114;0;14;0;473;0;0;0;473;6;10;457;0;0;0;0;473;145;253;68;7;0;473;473;0;0;0;0;0;0;473;473;0;0;460;13;0
250750705000898;1;1142;1142;1097;9;36;602;289;156;11;84;0;1142;0;0;0;1124;30;102;992;0;0;0;18;1122;677;375;63;7;20;1110;1110;0;32;0;0;0;0;1142;1142;0;0;1000;43;99;564;564;544;3;17;303;139;72;8;42;0;564;0;0;0;554;17;50;487;0;0;0;10;552;335;181;33;3;12;547;547;0;17;0;0;0;0;564;564;0;0;491;21;52;578;578;553;6;19;299;150;84;3;42;0;578;0;0;0;570;13;52;505;0;0;0;8;570;342;194;30;4;8;563;563;0;15;0;0;0;0;578;578;0;0;509;22;47
250750705000899;1;551;551;148;0;403;249;109;176;3;14;0;539;12;0;0;551;507;32;4;0;0;8;0;551;24;151;225;151;0;551;551;0;0;0;0;0;0;551;551;0;0;551;0;0;247;247;70;0;177;117;46;77;0;7;0;241;6;0;0;247;228;14;1;0;0;4;0;247;8;66;103;70;0;247;247;0;0;0;0;0;0;247;247;0;0;247;0;0;304;304;78;0;226;132;63;99;3;7;0;298;6;0;0;304;279;18;3;0;0;4;0;304;16;85;122;81;0;304;304;0;0;0;0;0;0;304;304;0;0;304;0;0
250750705000900;1;743;743;185;0;558;591;17;135;0;0;0;743;0;0;0;743;730;13;0;0;0;0;0;743;2;50;200;491;0;743;743;0;0;0;0;0;0;743;743;0;0;622;121;0;331;331;90;0;241;261;7;63;0;0;0;331;0;0;0;331;326;5;0;0;0;0;0;331;1;25;87;218;0;331;331;0;0;0;0;0;0;331;331;0;0;277;54;0;412;412;95;0;317;330;10;72;0;0;0;412;0;0;0;412;404;8;0;0;0;0;0;412;1;25;113;273;0;412;412;0;0;0;0;0;0;412;412;0;0;345;67;0
250750705000901;1;657;657;50;0;607;529;4;119;0;5;0;575;82;0;0;657;636;2;19;0;0;0;0;657;22;75;160;400;0;657;657;0;0;0;0;0;0;657;657;0;0;657;0;0;296;296;27;0;269;239;2;53;0;2;0;263;33;0;0;296;286;1;9;0;0;0;0;296;10;41;63;182;0;296;296;0;0;0;0;0;0;296;296;0;0;296;0;0;361;361;23;0;338;290;2;66;0;3;0;312;49;0;0;361;350;1;10;0;0;0;0;361;12;34;97;218;0;361;361;0;0;0;0;0;0;361;361;0;0;361;0;0
250750705000902;1;691;691;676;0;15;492;43;125;2;29;0;675;16;0;0;691;13;1;677;0;0;0;0;691;403;255;23;10;0;691;691;0;0;0;0;0;0;691;691;0;0;635;56;0;336;336;330;0;6;239;20;59;2;16;0;328;8;0;0;336;4;1;331;0;0;0;0;336;200;120;12;4;0;336;336;0;0;0;0;0;0;336;336;0;0;310;26;0;355;355;346;0;9;253;23;66;0;13;0;347;8;0;0;355;9;0;346;0;0;0;0;355;203;135;11;6;0;355;355;0;0;0;0;0;0;355;355;0;0;325;30;0
250750705000903;1;846;846;738;1;107;519;15;307;5;0;0;773;45;0;28;846;345;0;501;0;0;0;0;846;538;230;63;15;0;846;846;0;0;0;0;0;0;846;846;0;0;821;25;0;403;403;351;1;51;246;7;148;2;0;0;368;24;0;11;403;172;0;231;0;0;0;0;403;263;100;32;8;0;403;403;0;0;0;0;0;0;403;403;0;0;390;13;0;443;443;387;0;56;273;8;159;3;0;0;405;21;0;17;443;173;0;270;0;0;0;0;443;275;130;31;7;0;443;443;0;0;0;0;0;0;443;443;0;0;431;12;0
250750705000904;1;52;52;52;0;0;37;0;8;7;0;0;52;0;0;0;52;41;0;11;0;0;0;0;52;39;9;4;0;0;52;52;0;0;0;0;0;0;52;52;0;0;52;0;0;21;21;21;0;0;16;0;3;2;0;0;21;0;0;0;21;17;0;4;0;0;0;0;21;17;3;1;0;0;21;21;0;0;0;0;0;0;21;21;0;0;21;0;0;31;31;31;0;0;21;0;5;5;0;0;31;0;0;0;31;24;0;7;0;0;0;0;31;22;6;3;0;0;31;31;0;0;0;0;0;0;31;31;0;0;31;0;0
250750705000905;1;622;622;158;1;463;285;108;224;1;3;1;503;119;0;0;622;612;10;0;0;0;0;0;622;106;397;95;24;0;622;617;5;0;0;0;0;0;622;622;0;0;619;0;3;272;272;65;1;206;120;49;100;1;2;0;214;58;0;0;272;268;4;0;0;0;0;0;272;44;184;34;10;0;272;270;2;0;0;0;0;0;272;272;0;0;271;0;1;350;350;93;0;257;165;59;124;0;1;1;289;61;0;0;350;344;6;0;0;0;0;0;350;62;213;61;14;0;350;347;3;0;0;0;0;0;350;350;0;0;348;0;2
250750705000906;1;1035;1033;600;12;421;419;372;211;0;31;0;1021;0;0;12;1033;703;268;62;0;0;0;0;1033;426;369;169;69;0;1033;1013;20;0;0;0;0;0;1033;1033;0;0;1029;2;2;480;479;280;6;193;190;172;100;0;17;0;475;0;0;4;479;321;127;31;0;0;0;0;479;202;170;76;31;0;479;470;9;0;0;0;0;0;479;479;0;0;477;1;1;555;554;320;6;228;229;200;111;0;14;0;546;0;0;8;554;382;141;31;0;0;0;0;554;224;199;93;38;0;554;543;11;0;0;0;0;0;554;554;0;0;552;1;1
250750705000907;1;564;564;359;191;14;233;0;247;0;84;0;564;0;0;0;564;206;346;12;0;0;0;0;562;464;80;13;5;2;564;564;0;0;0;0;0;0;563;563;0;1;522;31;10;270;270;172;90;8;112;0;122;0;36;0;270;0;0;0;270;93;172;5;0;0;0;0;270;226;33;8;3;0;270;270;0;0;0;0;0;0;269;269;0;1;252;15;2;294;294;187;101;6;121;0;125;0;48;0;294;0;0;0;294;113;174;7;0;0;0;0;292;238;47;5;2;2;294;294;0;0;0;0;0;0;294;294;0;0;270;16;8
250750705000908;1;762;762;659;67;36;422;5;244;2;89;0;762;0;0;0;762;724;0;38;0;0;0;0;745;536;172;22;15;17;762;760;2;0;0;0;0;0;762;756;6;0;676;74;6;356;356;307;35;14;196;3;112;0;45;0;356;0;0;0;356;337;0;19;0;0;0;0;346;258;74;8;6;10;356;355;1;0;0;0;0;0;356;354;2;0;311;39;4;406;406;352;32;22;226;2;132;2;44;0;406;0;0;0;406;387;0;19;0;0;0;0;399;278;98;14;9;7;406;405;1;0;0;0;0;0;406;402;4;0;365;35;2
250750705000909;1;518;518;457;53;0;420;0;73;0;25;0;496;0;0;22;518;110;0;357;37;0;14;0;504;472;24;0;8;14;518;518;0;0;0;0;0;0;517;516;1;1;433;83;0;244;244;221;22;0;196;0;36;0;12;0;238;0;0;6;244;50;0;169;17;0;8;0;240;222;13;0;5;4;244;244;0;0;0;0;0;0;244;243;1;0;206;37;0;274;274;236;31;0;224;0;37;0;13;0;258;0;0;16;274;60;0;188;20;0;6;0;264;250;11;0;3;10;274;274;0;0;0;0;0;0;273;273;0;1;227;46;0
250750705000910;4;76;76;76;0;0;24;0;0;11;5;36;36;10;0;30;61;0;9;40;7;0;5;15;44;33;11;0;0;32;46;40;6;10;20;0;0;0;76;76;0;0;76;0;0;39;39;39;0;0;15;0;0;6;2;16;20;6;0;13;32;0;4;23;2;0;3;7;24;17;7;0;0;15;24;22;2;6;9;0;0;0;39;39;0;0;39;0;0;37;37;37;0;0;9;0;0;5;3;20;16;4;0;17;29;0;5;17;5;0;2;8;20;16;4;0;0;17;22;18;4;4;11;0;0;0;37;37;0;0;37;0;0
250750705000911;1;2046;2046;1860;152;13;1587;58;351;0;41;9;2037;9;0;0;2046;8;2038;0;0;0;0;0;2025;1216;720;84;5;21;2046;2045;1;0;0;0;0;0;2046;2046;0;0;2023;23;0;984;984;892;76;7;763;29;170;0;18;4;979;5;0;0;984;3;981;0;0;0;0;0;975;559;371;43;2;9;984;983;1;0;0;0;0;0;984;984;0;0;972;12;0;1062;1062;968;76;6;824;29;181;0;23;5;1058;4;0;0;1062;5;1057;0;0;0;0;0;1050;657;349;41;3;12;1062;1062;0;0;0;0;0;0;1062;1062;0;0;1051;11;0
250750705000912;1;484;484;479;5;0;367;21;76;0;20;0;484;0;0;0;484;0;484;0;0;0;0;0;484;360;124;0;0;0;484;484;0;0;0;0;0;0;484;484;0;0;480;4;0;231;231;229;2;0;171;12;37;0;11;0;231;0;0;0;231;0;231;0;0;0;0;0;231;175;56;0;0;0;231;231;0;0;0;0;0;0;231;231;0;0;230;1;0;253;253;250;3;0;196;9;39;0;9;0;253;0;0;0;253;0;253;0;0;0;0;0;253;185;68;0;0;0;253;253;0;0;0;0;0;0;253;253;0;0;250;3;0
250750705000913;1;520;520;518;2;0;367;31;114;0;8;0;520;0;0;0;520;4;19;491;0;0;6;0;520;368;124;28;0;0;520;520;0;0;0;0;0;0;520;520;0;0;484;3;33;260;260;259;1;0;182;18;54;0;6;0;260;0;0;0;260;1;9;246;0;0;4;0;260;195;53;12;0;0;260;260;0;0;0;0;0;0;260;260;0;0;242;2;16;260;260;259;1;0;185;13;60;0;2;0;260;0;0;0;260;3;10;245;0;0;2;0;260;173;71;16;0;0;260;260;0;0;0;0;0;0;260;260;0;0;242;1;17
250750705000914;1;514;514;505;9;0;231;171;106;0;6;0;514;0;0;0;513;42;448;23;0;0;0;1;509;387;116;6;0;5;510;510;0;0;0;4;0;0;512;510;2;2;499;6;5;253;253;248;5;0;111;87;52;0;3;0;253;0;0;0;252;20;221;11;0;0;0;1;249;192;54;3;0;4;252;252;0;0;0;1;0;0;252;251;1;1;246;2;3;261;261;257;4;0;120;84;54;0;3;0;261;0;0;0;261;22;227;12;0;0;0;0;260;195;62;3;0;1;258;258;0;0;0;3;0;0;260;259;1;1;253;4;2
250750705000915;1;762;762;534;228;0;447;0;241;6;68;0;762;0;0;0;757;628;0;123;0;6;0;5;750;674;63;2;11;12;725;722;3;0;0;24;0;13;762;759;3;0;673;77;9;343;343;229;114;0;208;0;104;2;29;0;343;0;0;0;340;279;0;57;0;4;0;3;337;307;23;1;6;6;324;323;1;0;0;14;0;5;343;341;2;0;297;37;7;419;419;305;114;0;239;0;137;4;39;0;419;0;0;0;417;349;0;66;0;2;0;2;413;367;40;1;5;6;401;399;2;0;0;10;0;8;419;418;1;0;376;40;2
250750705000916;1;873;873;872;0;1;550;109;194;0;20;0;842;13;0;18;873;20;426;417;0;0;10;0;869;541;295;21;12;4;866;866;0;0;0;7;0;0;873;872;1;0;853;17;2;433;433;433;0;0;275;59;91;0;8;0;416;8;0;9;433;10;201;218;0;0;4;0;432;260;155;9;8;1;429;429;0;0;0;4;0;0;433;433;0;0;428;4;1;440;440;439;0;1;275;50;103;0;12;0;426;5;0;9;440;10;225;199;0;0;6;0;437;281;140;12;4;3;437;437;0;0;0;3;0;0;440;439;1;0;425;13;1
250750705000917;1;257;257;141;0;116;105;9;130;0;6;7;257;0;0;0;257;186;71;0;0;0;0;0;257;20;98;67;72;0;257;257;0;0;0;0;0;0;257;257;0;0;245;8;4;121;121;70;0;51;46;6;61;0;4;4;121;0;0;0;121;86;35;0;0;0;0;0;121;8;46;31;36;0;121;121;0;0;0;0;0;0;121;121;0;0;116;5;0;136;136;71;0;65;59;3;69;0;2;3;136;0;0;0;136;100;36;0;0;0;0;0;136;12;52;36;36;0;136;136;0;0;0;0;0;0;136;136;0;0;129;3;4
250750705000918;1;550;550;522;28;0;47;383;110;0;6;4;546;0;0;4;550;0;465;85;0;0;0;0;550;441;106;3;0;0;550;550;0;0;0;0;0;0;550;548;2;0;548;0;0;268;268;254;14;0;21;189;56;0;1;1;267;0;0;1;268;0;227;41;0;0;0;0;268;217;51;0;0;0;268;268;0;0;0;0;0;0;268;267;1;0;267;0;0;282;282;268;14;0;26;194;54;0;5;3;279;0;0;3;282;0;238;44;0;0;0;0;282;224;55;3;0;0;282;282;0;0;0;0;0;0;282;281;1;0;281;0;0
250750705000919;1;815;815;672;8;135;509;184;95;0;27;0;801;0;0;14;815;11;24;780;0;0;0;0;815;606;192;17;0;0;815;815;0;0;0;0;0;0;815;813;2;0;761;52;0;414;414;339;5;70;257;94;51;0;12;0;407;0;0;7;414;7;14;393;0;0;0;0;414;311;95;8;0;0;414;414;0;0;0;0;0;0;414;414;0;0;391;23;0;401;401;333;3;65;252;90;44;0;15;0;394;0;0;7;401;4;10;387;0;0;0;0;401;295;97;9;0;0;401;401;0;0;0;0;0;0;401;399;2;0;370;29;0
250750705000920;1;889;889;852;33;4;464;224;174;0;27;0;889;0;0;0;889;23;742;124;0;0;0;0;889;593;270;23;3;0;889;889;0;0;0;0;0;0;889;889;0;0;851;29;9;431;431;413;15;3;232;101;88;0;10;0;431;0;0;0;431;11;355;65;0;0;0;0;431;286;131;13;1;0;431;431;0;0;0;0;0;0;431;431;0;0;412;14;5;458;458;439;18;1;232;123;86;0;17;0;458;0;0;0;458;12;387;59;0;0;0;0;458;307;139;10;2;0;458;458;0;0;0;0;0;0;458;458;0;0;439;15;4
250750705000921;1;1319;1319;1319;0;0;978;17;215;5;97;7;1298;8;0;13;1319;658;15;639;4;1;2;0;1318;1111;188;19;0;1;1316;1214;102;3;0;0;0;0;1305;1305;0;14;1192;79;34;661;661;661;0;0;496;7;105;2;47;4;652;4;0;5;661;323;8;326;2;1;1;0;660;565;85;10;0;1;659;610;49;2;0;0;0;0;655;655;0;6;598;42;15;658;658;658;0;0;482;10;110;3;50;3;646;4;0;8;658;335;7;313;2;0;1;0;658;546;103;9;0;0;657;604;53;1;0;0;0;0;650;650;0;8;594;37;19
250750705000922;1;639;634;559;59;10;394;35;165;11;21;8;634;0;0;0;634;0;595;39;0;0;0;0;628;526;96;6;0;6;631;631;0;3;0;0;0;0;634;634;0;0;569;62;3;333;331;292;31;5;202;20;84;8;13;4;331;0;0;0;331;0;312;19;0;0;0;0;328;279;45;4;0;3;329;329;0;2;0;0;0;0;331;331;0;0;299;31;1;306;303;267;28;5;192;15;81;3;8;4;303;0;0;0;303;0;283;20;0;0;0;0;300;247;51;2;0;3;302;302;0;1;0;0;0;0;303;303;0;0;270;31;2
250750705000923;1;1129;1129;478;23;628;300;522;296;4;7;0;1124;0;0;5;1129;610;35;445;2;0;37;0;1128;470;629;13;16;1;1129;1126;3;0;0;0;0;0;1129;1129;0;0;1047;82;0;536;536;232;9;295;147;244;138;3;4;0;534;0;0;2;536;288;16;213;1;0;18;0;535;231;291;6;7;1;536;535;1;0;0;0;0;0;536;536;0;0;497;39;0;593;593;246;14;333;153;278;158;1;3;0;590;0;0;3;593;322;19;232;1;0;19;0;593;239;338;7;9;0;593;591;2;0;0;0;0;0;593;593;0;0;550;43;0
250750705000924;1;1205;1205;833;358;14;738;9;418;3;37;0;1205;0;0;0;1205;651;542;5;7;0;0;0;1191;939;229;23;0;14;1188;1188;0;0;0;17;0;0;1203;1203;0;2;1074;23;106;611;611;425;179;7;374;4;212;1;20;0;611;0;0;0;611;319;286;3;3;0;0;0;602;477;116;9;0;9;599;599;0;0;0;12;0;0;609;609;0;2;539;14;56;594;594;408;179;7;364;5;206;2;17;0;594;0;0;0;594;332;256;2;4;0;0;0;589;462;113;14;0;5;589;589;0;0;0;5;0;0;594;594;0;0;535;9;50
250750705000925;1;440;440;440;0;0;229;64;140;7;0;0;437;3;0;0;436;121;315;0;0;0;0;4;436;353;74;9;0;4;433;433;0;0;0;7;0;0;440;440;0;0;440;0;0;214;214;214;0;0;114;29;69;2;0;0;212;2;0;0;212;65;147;0;0;0;0;2;212;170;37;5;0;2;212;212;0;0;0;2;0;0;214;214;0;0;214;0;0;226;226;226;0;0;115;35;71;5;0;0;225;1;0;0;224;56;168;0;0;0;0;2;224;183;37;4;0;2;221;221;0;0;0;5;0;0;226;226;0;0;226;0;0
250750705000927;1;694;694;652;20;22;496;0;168;0;30;0;694;0;0;0;694;694;0;0;0;0;0;0;694;395;265;34;0;0;694;694;0;0;0;0;0;0;694;694;0;0;611;83;0;317;317;296;9;12;224;0;78;0;15;0;317;0;0;0;317;317;0;0;0;0;0;0;317;173;126;18;0;0;317;317;0;0;0;0;0;0;317;317;0;0;283;34;0;377;377;356;11;10;272;0;90;0;15;0;377;0;0;0;377;377;0;0;0;0;0;0;377;222;139;16;0;0;377;377;0;0;0;0;0;0;377;377;0;0;328;49;0
250750705000928;1;1284;1284;1192;80;12;1038;2;169;0;75;0;1284;0;0;0;1284;182;77;40;32;951;2;0;1284;1085;145;25;29;0;1249;943;306;21;0;9;5;0;1284;1284;0;0;975;197;112;620;620;580;33;7;504;1;80;0;35;0;620;0;0;0;620;92;27;21;15;464;1;0;620;517;72;14;17;0;600;450;150;11;0;7;2;0;620;620;0;0;464;97;59;664;664;612;47;5;534;1;89;0;40;0;664;0;0;0;664;90;50;19;17;487;1;0;664;568;73;11;12;0;649;493;156;10;0;2;3;0;664;664;0;0;511;100;53
250750705000929;1;916;916;744;49;123;348;375;171;0;18;4;914;2;0;0;916;46;342;524;4;0;0;0;916;250;550;106;10;0;916;916;0;0;0;0;0;0;916;914;2;0;914;0;0;443;443;360;20;63;172;179;79;0;10;3;441;2;0;0;443;22;167;251;3;0;0;0;443;114;269;54;6;0;443;443;0;0;0;0;0;0;443;442;1;0;442;0;0;473;473;384;29;60;176;196;92;0;8;1;473;0;0;0;473;24;175;273;1;0;0;0;473;136;281;52;4;0;473;473;0;0;0;0;0;0;473;472;1;0;472;0;0
250750705000930;1;799;799;670;36;93;263;301;221;0;14;0;799;0;0;0;799;22;255;522;0;0;0;0;799;173;508;95;23;0;799;799;0;0;0;0;0;0;799;799;0;0;787;6;6;393;393;337;13;43;132;148;109;0;4;0;393;0;0;0;393;11;124;258;0;0;0;0;393;82;249;50;12;0;393;393;0;0;0;0;0;0;393;393;0;0;387;3;3;406;406;333;23;50;131;153;112;0;10;0;406;0;0;0;406;11;131;264;0;0;0;0;406;91;259;45;11;0;406;406;0;0;0;0;0;0;406;406;0;0;400;3;3
250750705000931;1;873;873;639;189;39;544;135;172;0;17;5;692;66;0;115;873;31;835;0;0;0;7;0;867;238;527;95;7;6;873;873;0;0;0;0;0;0;873;873;0;0;852;19;2;411;411;299;91;17;264;61;77;0;7;2;322;35;0;54;411;16;392;0;0;0;3;0;407;114;245;45;3;4;411;411;0;0;0;0;0;0;411;411;0;0;400;10;1;462;462;340;98;22;280;74;95;0;10;3;370;31;0;61;462;15;443;0;0;0;4;0;460;124;282;50;4;2;462;462;0;0;0;0;0;0;462;462;0;0;452;9;1
250750705000932;1;853;853;737;0;116;273;435;127;7;11;0;853;0;0;0;853;27;825;1;0;0;0;0;853;315;464;74;0;0;849;849;0;0;0;4;0;0;853;853;0;0;849;4;0;433;433;379;0;54;144;217;64;4;4;0;433;0;0;0;433;16;416;1;0;0;0;0;433;161;237;35;0;0;431;431;0;0;0;2;0;0;433;433;0;0;432;1;0;420;420;358;0;62;129;218;63;3;7;0;420;0;0;0;420;11;409;0;0;0;0;0;420;154;227;39;0;0;418;418;0;0;0;2;0;0;420;420;0;0;417;3;0
