Cod_setor;Situacao_setor;V001;V002;V003
250600405000030;8;35;0;0
250600405000031;8;72;0;0
250600405000032;8;194;0;0
250600405000033;1;129;0;0
250600405000034;1;130;0;0
250600405000035;1;224;0;1
250600405000036;1;167;0;0
250600405000037;1;151;0;0
250600405000038;1;62;0;0
250600405000039;1;161;0;0
250600405000040;1;164;0;0
250600405000041;1;138;0;0
250600405000042;1;123;2;0
250600405000043;1;223;0;0
250600405000044;5;50;1;0
250610305000001;1;159;0;0
250610305000002;1;81;0;0
250610305000003;1;145;0;0
250610305000004;1;165;0;0
250610305000005;1;122;0;0
250610305000006;1;213;0;0
250610305000007;8;211;0;0
250610305000008;8;140;0;0
250610305000009;8;132;1;0
250610305000010;8;185;0;0
250610305000011;8;45;"X";"X"
250610305000012;8;121;0;0
250610305000013;8;167;0;0
250610305000014;8;98;0;0
250610305000015;8;4;"X";"X"
250610305000016;8;63;1;0
250610305000017;8;29;0;0
250610305000018;1;67;0;0
250610305000019;1;82;0;0
250620205000001;1;116;0;0
250620205000002;1;65;0;0
250620205000003;8;62;1;0
250620205000004;8;28;0;0
250620205000005;8;70;0;0
250620205000006;1;105;0;0
250625105000001;1;158;0;0
250625105000002;8;64;0;0
250625105000003;5;168;0;0
250625105000004;8;120;1;0
250625105000005;8;130;0;0
250625105000006;8;99;0;0
250625105000007;8;149;0;0
250625105000008;8;78;0;0
250625105000009;8;162;0;0
250625105000010;8;41;0;0
250625105000011;8;96;0;0
250625105000012;8;41;0;0
250625105000013;8;167;1;0
250625105000014;8;37;0;0
250625105000015;8;100;0;0
250630105000001;1;97;0;0
250630105000002;1;186;1;0
250630105000003;1;119;1;0
250630105000004;1;55;0;0
250630105000005;1;131;0;0
250630105000006;1;91;0;0
250630105000007;1;147;0;0
250630105000008;1;121;0;0
250630105000009;1;166;0;0
250630105000010;1;130;0;0
250630105000011;1;184;0;0
250630105000012;1;77;0;0
250630105000013;1;42;0;0
250630105000014;1;62;0;0
250630105000015;1;97;1;0
250630105000016;1;126;0;0
250630105000017;1;133;0;0
250630105000018;1;73;1;0
250630105000019;1;90;0;0
250630105000020;1;202;0;0
250630105000021;1;204;1;0
250630105000022;1;146;1;0
250630105000023;1;108;1;0
250630105000024;1;111;0;0
250630105000025;1;234;2;0
250630105000026;1;275;1;1
250630105000027;1;87;0;0
250630105000028;1;182;0;0
250630105000029;1;167;1;0
250630105000030;1;309;0;0
250630105000031;1;199;2;0
250630105000032;1;157;0;0
250630105000033;1;141;0;0
250630105000034;1;126;0;0
250630105000035;1;203;1;0
250630105000036;1;110;0;0
250630105000037;1;125;0;0
250630105000038;1;147;1;0
250630105000039;1;191;4;0
250630105000040;1;240;0;0
250630105000041;8;20;0;0
250630105000042;4;93;0;0
250630105000043;8;55;0;0
250630105000044;8;99;0;0
250630105000045;8;89;0;0
250630105000046;8;17;0;0
250630105000047;5;122;0;0
250630105000048;8;81;0;0
250630105000049;8;89;1;0
250630105000050;1;112;0;0
250630105000051;1;149;0;0
250630105000052;1;65;0;0
250630105000053;1;107;0;0
250630105000054;1;77;0;0
250630105000055;1;105;0;0
250630105000056;1;119;0;1
250630105000057;1;86;1;0
250630105000058;1;91;1;1
250630105000059;1;124;0;0
250630105000060;1;88;0;0
250630105000061;1;278;0;1
250630105000062;1;116;0;0
250630105000063;1;171;0;0
250630105000064;1;138;0;0
250630105000065;1;97;0;0
250630105000066;1;126;0;0
250630105000067;1;225;0;0
250630105000068;1;130;2;2
250630110000001;1;162;0;0
250630110000002;8;58;0;0
250630110000003;8;67;0;0
250630110000004;8;16;0;0
250630110000005;8;42;0;0
250630110000006;8;82;0;0
250630110000007;5;41;0;0
250630110000008;7;82;0;0
250630110000009;5;63;1;0
250630110000010;7;45;0;0
250640005000001;1;117;0;0
250640005000002;1;157;1;0
250640005000003;1;83;0;0
250640005000004;1;110;0;0
250640005000005;1;294;0;0
250640005000006;1;179;0;0
250640005000007;8;118;0;0
250640005000008;8;182;0;0
250640005000009;8;104;0;1
250640005000010;8;119;1;0
250640005000011;8;90;0;0
250640005000012;8;155;1;0
250640005000013;5;47;0;0
250640005000014;8;72;0;0
250640005000015;5;341;0;0
250640005000016;5;57;0;0
250640005000017;4;173;0;0
250640005000018;1;77;0;0
250640005000019;8;1;"X";"X"
250640005000020;8;40;0;0
250640005000021;8;0;"X";"X"
250640005000022;8;73;0;0
250650905000001;1;195;0;0
250650905000002;1;158;0;0
250650905000003;8;93;0;0
250650905000004;8;71;0;0
250660805000001;1;91;0;0
250660805000002;1;136;0;0
250660805000003;1;191;0;0
250660805000004;1;163;1;0
250660805000005;8;133;0;0
250660805000006;8;47;0;0
250660805000007;8;44;0;0
250660805000008;5;41;0;0
250660805000009;8;71;0;1
250660810000001;1;29;0;0
250660810000002;8;52;0;0
250670705000001;1;314;1;0
250670705000002;1;229;1;0
250670705000003;1;394;0;1
250670705000004;8;141;3;0
250670705000005;8;170;0;0
250670705000006;8;134;1;0
250670705000007;8;92;1;0
250670705000008;8;94;0;0
250670705000009;8;47;0;0
250670705000010;8;110;0;0
250670705000011;8;55;0;0
250670705000012;5;51;1;0
250670715000001;1;212;1;0
250670715000002;8;51;0;0
250670715000003;8;112;0;0
250670715000004;8;79;0;0
250670715000005;8;218;0;0
250670715000006;8;80;0;0
250670715000007;8;66;0;0
250680605000001;1;180;1;0
250680605000002;1;151;1;0
250680605000003;1;83;0;0
250680605000004;1;254;0;0
250680605000005;1;149;0;0
250680605000006;1;205;0;0
250680605000007;1;225;0;0
250680605000008;1;192;2;0
250680605000009;1;217;0;0
250680605000010;1;331;2;1
250680605000011;8;128;0;0
250680605000012;8;64;0;0
250680605000013;8;230;0;0
250680605000014;8;274;1;1
250680605000015;1;118;0;1
250680605000016;5;74;0;0
250680607000001;1;99;0;0
250680607000002;5;84;0;0
250680607000003;8;173;1;0
250680607000004;8;170;0;0
250690505000001;1;119;0;0
250690505000002;1;146;2;0
250690505000003;1;125;0;0
250690505000004;1;124;0;0
250690505000005;1;121;0;0
250690505000006;1;66;0;0
250690505000007;1;90;0;0
250690505000008;1;171;0;0
250690505000009;1;101;0;0
250690505000010;1;207;2;0
250690505000011;1;191;0;0
250690505000012;1;121;0;0
250690505000013;1;157;0;0
250690505000014;1;149;0;0
250690505000015;1;109;1;0
250690505000016;1;112;0;0
250690505000017;1;166;1;0
250690505000018;1;166;0;0
250690505000019;1;121;0;0
250690505000020;1;130;0;0
250690505000021;1;264;0;0
250690505000022;8;133;0;0
250690505000023;5;184;5;0
250690505000024;8;53;0;0
250690505000025;8;156;0;0
250690505000026;1;88;0;0
250690510000001;1;152;0;0
250690510000002;8;38;0;0
250690510000003;5;25;0;0
250690510000004;8;31;0;0
250690515000001;1;35;0;0
250690515000002;8;131;0;0
250690515000003;8;85;0;0
250700205000001;1;126;2;0
250700205000002;1;217;1;0
250700205000003;1;209;0;0
250700205000004;1;228;2;0
250700205000005;1;152;1;0
250700205000006;1;244;0;0
250700205000007;1;393;2;0
250700205000008;1;288;2;0
250700205000009;1;100;0;0
250700205000010;1;207;0;0
250700205000011;1;137;0;0
250700205000012;1;218;0;0
250700205000013;1;180;1;0
250700205000014;1;139;0;0
250700205000015;8;72;0;1
250700205000016;8;71;1;0
250700205000017;8;87;0;0
250700205000018;8;86;0;0
250700205000019;8;115;1;0
250700205000020;8;73;0;0
250700205000021;8;98;1;0
250700205000022;8;87;0;0
250700205000023;8;54;0;0
250700205000024;8;147;2;0
250700205000025;8;16;0;0
250700205000026;8;146;0;0
250700205000027;1;169;0;0
250700205000028;1;243;0;0
250710105000001;1;103;1;0
250710105000002;1;174;4;0
250710105000003;1;141;0;0
250710105000004;1;147;0;0
250710105000005;1;197;0;0
250710105000006;1;167;0;0
250710105000007;1;262;2;0
250710105000008;1;264;0;0
250710105000009;1;138;4;0
250710105000010;8;73;0;0
250710105000011;8;139;1;0
250710105000012;8;230;0;0
250710105000013;8;114;2;0
250710105000014;8;52;0;0
250710105000015;8;103;0;0
250710105000016;8;96;0;0
250710105000017;8;70;0;0
250710105000018;8;105;1;0
250710105000019;8;93;0;0
250710105000020;8;116;0;0
250710105000021;1;222;2;1
250710105000022;1;193;0;0
250710105000023;8;46;0;0
250720005000001;1;69;1;0
250720005000002;1;321;1;0
250720005000003;1;232;0;0
250720005000004;1;98;0;0
250720005000005;1;270;0;0
250720005000006;8;211;0;0
250720005000007;8;56;0;0
250720005000008;5;62;1;0
250720005000009;8;151;0;0
250720005000010;8;178;0;0
250720005000011;8;27;0;0
250720005000012;5;19;0;0
250720005000013;1;197;0;0
250720005000014;5;84;0;0
250730905000001;1;146;0;0
250730905000002;1;90;0;0
250730905000003;1;182;0;0
250730905000004;1;102;0;0
250730905000005;1;153;1;0
250730905000006;8;84;0;0
250730905000007;8;113;0;0
250730905000008;8;20;0;0
250730905000009;8;63;0;0
250730905000010;8;76;0;1
250730905000011;8;80;0;0
250730905000012;8;62;0;0
250730905000013;1;127;0;0
250730905000014;1;144;0;0
250730905000015;1;80;0;0
250730905000016;1;115;0;0
250730905000017;1;147;0;1
250730905000018;8;102;0;0
250730905000019;8;65;0;2
250730905000020;8;123;0;0
250730910000001;1;169;0;0
250730910000002;8;54;0;0
250730910000003;8;207;1;0
250730910000004;8;60;0;0
250730910000005;8;115;0;0
250740805000001;1;110;3;0
250740805000002;1;87;0;0
250740805000003;1;129;0;0
250740805000004;8;132;0;0
250740805000005;8;78;0;0
250740805000006;8;118;1;0
250740805000007;8;168;0;0
250740805000008;5;61;0;0
250740805000009;1;173;0;0
250740805000010;1;131;0;0
250740805000011;1;129;1;0
250750705000001;1;42;0;0
250750705000002;1;153;1;0
250750705000003;1;90;1;0
250750705000004;1;54;1;0
250750705000005;1;187;0;0
250750705000006;1;167;0;0
250750705000007;1;150;0;0
250750705000008;1;180;0;0
250750705000009;1;66;0;0
250750705000010;1;157;0;0
250750705000011;1;264;2;0
250750705000012;1;146;0;0
250750705000013;1;225;0;0
250750705000014;1;206;0;0
250750705000015;1;107;0;0
250750705000016;1;187;0;1
250750705000018;1;16;0;0
250750705000019;1;176;1;0
250750705000020;1;95;0;0
250750705000021;1;83;0;0
250750705000022;1;96;0;0
250750705000023;1;114;0;0
250750705000024;1;91;0;0
250750705000025;1;116;0;0
250750705000026;1;86;0;0
250750705000027;1;107;2;0
250750705000028;1;89;0;1
250750705000029;1;107;0;0
250750705000030;1;354;0;0
250750705000031;1;65;0;0
250750705000032;1;66;0;0
250750705000033;1;98;0;0
250750705000034;1;131;0;0
250750705000035;1;71;0;0
250750705000036;1;80;0;0
250750705000037;1;17;0;0
250750705000038;1;74;0;0
250750705000039;1;115;0;0
250750705000040;1;67;1;0
250750705000041;1;119;0;0
250750705000042;1;84;1;0
250750705000043;1;85;0;0
250750705000044;1;67;1;0
250750705000045;1;104;0;0
250750705000046;1;70;0;0
250750705000047;1;126;0;0
250750705000048;1;74;0;0
250750705000049;1;146;1;0
250750705000050;1;69;0;0
250750705000051;1;201;0;0
250750705000052;1;121;0;0
250750705000053;1;120;0;0
250750705000054;1;130;0;0
250750705000055;1;91;1;0
250750705000056;1;80;0;0
250750705000057;1;118;0;0
250750705000058;1;84;0;0
250750705000059;1;83;0;0
250750705000060;1;146;0;0
250750705000061;1;119;0;0
250750705000062;1;97;0;0
250750705000063;1;93;0;0
250750705000064;1;55;0;0
250750705000065;1;83;0;0
250750705000066;1;105;0;0
250750705000067;1;29;0;0
250750705000068;1;224;0;2
250750705000069;1;266;0;0
250750705000070;1;138;0;0
250750705000071;1;110;0;0
250750705000072;1;59;0;0
250750705000073;1;34;0;0
250750705000074;1;39;0;0
250750705000075;1;24;0;0
250750705000076;1;175;0;0
250750705000077;1;254;0;0
250750705000078;1;291;1;0
250750705000079;1;189;0;0
250750705000080;1;122;0;0
250750705000081;1;161;1;0
250750705000082;1;140;0;0
250750705000083;1;299;1;10
250750705000084;1;187;0;0
250750705000085;1;164;0;0
250750705000086;1;131;0;0
250750705000087;1;143;0;0
250750705000088;1;110;0;0
250750705000089;1;81;1;0
250750705000090;1;119;0;0
250750705000091;1;124;0;0
250750705000092;1;153;1;0
250750705000093;1;135;1;0
250750705000094;1;97;0;0
250750705000095;1;211;0;0
250750705000096;1;191;0;0
250750705000097;1;172;1;0
250750705000098;1;161;0;0
250750705000099;1;128;0;0
250750705000100;1;108;0;0
250750705000101;1;144;0;0
250750705000102;1;197;0;0
250750705000103;1;131;0;0
250750705000104;1;142;1;0
250750705000105;1;95;0;0
250750705000106;1;148;0;0
250750705000107;1;81;1;0
250750705000108;1;155;0;0
250750705000109;1;76;0;0
250750705000110;1;163;1;0
250750705000111;1;240;2;0
250750705000112;1;151;0;0
250750705000113;1;85;0;0
250750705000114;1;130;0;0
250750705000115;1;77;0;0
250750705000116;1;49;0;0
250750705000117;1;125;0;0
250750705000118;1;60;0;0
250750705000119;1;125;0;0
250750705000120;1;153;0;0
250750705000121;1;108;0;1
250750705000122;1;158;0;0
250750705000123;1;174;0;0
250750705000124;1;110;0;0
250750705000125;1;104;0;0
250750705000126;1;100;0;0
250750705000127;1;89;0;0
250750705000128;1;77;0;0
250750705000129;1;233;2;0
250750705000130;1;105;0;0
250750705000131;1;143;0;0
250750705000132;1;230;1;0
250750705000133;1;151;0;0
250750705000134;1;70;0;0
250750705000135;1;94;0;0
250750705000136;1;86;0;0
250750705000137;1;123;2;0
250750705000138;1;244;0;0
250750705000139;1;70;0;0
250750705000140;1;18;0;0
250750705000141;1;36;0;0
250750705000142;1;15;0;0
250750705000143;1;84;0;0
250750705000144;1;60;0;0
250750705000145;1;34;0;0
250750705000146;1;52;0;0
250750705000147;1;21;0;0
250750705000148;1;54;0;0
250750705000149;1;52;0;0
250750705000150;1;120;0;0
250750705000151;1;62;0;0
250750705000152;1;81;0;0
250750705000153;1;50;0;0
250750705000154;1;82;0;0
250750705000155;1;58;2;0
250750705000156;1;103;0;0
250750705000157;1;59;0;0
250750705000158;1;32;0;0
250750705000159;1;66;0;0
250750705000160;1;30;0;0
250750705000161;1;109;0;0
250750705000162;1;32;0;0
250750705000163;1;81;0;0
250750705000164;1;53;0;0
250750705000165;1;79;0;0
250750705000166;1;54;0;2
250750705000167;1;107;0;0
250750705000168;1;58;0;0
250750705000169;1;85;0;0
250750705000170;1;17;0;0
250750705000171;1;106;0;0
250750705000172;1;84;0;8
250750705000173;1;232;0;0
250750705000174;1;163;0;0
250750705000175;1;151;0;0
250750705000176;1;145;0;0
250750705000177;1;338;0;0
250750705000178;1;147;0;1
250750705000179;1;145;3;0
250750705000180;1;124;0;0
250750705000181;1;108;0;0
250750705000182;1;167;0;0
250750705000183;1;99;1;0
250750705000184;1;143;0;0
250750705000185;1;251;0;0
250750705000186;1;143;0;0
250750705000187;1;98;0;0
250750705000188;1;127;0;0
250750705000189;1;109;0;0
250750705000190;1;168;0;0
250750705000191;1;46;0;1
250750705000192;1;130;0;0
250750705000193;1;164;0;0
250750705000194;1;128;1;0
250750705000195;1;114;0;0
250750705000196;1;65;0;0
250750705000197;1;133;1;0
250750705000198;1;121;0;0
250750705000199;1;135;0;0
250750705000200;1;112;0;0
250750705000201;1;87;0;0
250750705000202;1;316;2;0
250750705000203;1;208;4;0
250750705000204;1;65;0;0
250750705000205;1;153;1;0
250750705000206;1;215;0;0
250750705000207;1;144;0;0
250750705000208;1;37;0;1
250750705000209;1;105;0;0
250750705000210;1;93;0;0
250750705000211;1;98;0;0
250750705000212;1;191;1;0
250750705000213;1;201;0;0
250750705000214;1;76;0;0
250750705000215;1;93;0;0
250750705000216;1;122;0;0
250750705000217;1;110;0;0
250750705000218;1;174;1;0
250750705000219;1;176;0;0
250750705000220;1;50;0;0
250750705000221;1;90;2;0
250750705000222;1;142;0;0
250750705000223;1;156;0;0
250750705000224;1;134;1;0
250750705000225;1;43;0;0
250750705000226;1;98;0;0
250750705000227;1;100;0;0
250750705000228;1;80;0;0
250750705000229;1;62;0;0
250750705000230;1;189;0;0
250750705000231;1;131;0;0
250750705000232;1;151;0;0
250750705000233;1;161;1;1
250750705000234;1;167;0;0
250750705000235;1;95;0;0
250750705000236;1;167;0;0
250750705000237;1;165;0;0
250750705000238;1;183;1;0
250750705000239;1;107;0;1
250750705000240;1;169;0;0
250750705000241;1;130;0;0
250750705000242;1;160;0;0
250750705000243;1;115;0;0
250750705000244;1;146;0;0
250750705000245;1;88;0;0
250750705000246;1;95;0;0
250750705000247;1;162;0;0
250750705000248;1;114;0;0
250750705000249;1;77;1;0
250750705000250;1;170;2;0
250750705000251;1;107;1;1
250750705000252;1;140;0;0
250750705000253;1;133;1;0
250750705000254;1;100;1;0
250750705000255;1;171;0;3
250750705000256;1;126;0;0
250750705000257;1;98;0;0
250750705000258;1;60;0;0
250750705000259;1;187;2;0
250750705000260;1;239;0;0
250750705000261;1;233;0;2
250750705000262;1;30;0;0
250750705000263;1;45;0;0
250750705000264;1;160;0;0
250750705000265;1;116;0;0
250750705000266;1;11;0;0
250750705000267;1;57;1;0
250750705000268;1;78;2;0
250750705000269;1;115;0;0
250750705000270;1;60;0;0
250750705000271;1;239;0;0
250750705000272;1;114;0;0
250750705000273;1;130;0;0
250750705000274;1;228;6;0
250750705000275;1;189;0;0
250750705000276;1;173;1;0
250750705000277;1;86;0;0
250750705000278;1;18;0;0
250750705000279;1;133;0;0
250750705000280;1;188;0;0
250750705000281;1;105;0;0
250750705000282;1;169;2;0
250750705000283;1;61;3;0
250750705000284;1;81;1;0
250750705000285;1;99;0;0
250750705000286;1;111;0;1
250750705000287;1;171;1;0
250750705000288;1;188;1;0
250750705000289;1;171;0;0
250750705000290;1;170;3;0
250750705000291;1;159;0;0
250750705000292;1;103;0;0
250750705000293;1;163;0;0
250750705000294;1;113;0;0
250750705000295;1;172;3;3
250750705000296;1;144;0;0
250750705000297;1;129;2;0
250750705000298;1;187;0;0
250750705000299;1;205;0;0
250750705000300;1;136;0;0
250750705000301;1;253;1;0
250750705000302;1;159;1;0
250750705000303;1;119;0;0
250750705000304;1;71;0;0
250750705000305;1;182;1;1
250750705000306;1;192;0;0
250750705000307;1;51;0;7
250750705000308;1;52;"X";"X"
250750705000309;1;50;1;0
250750705000310;1;94;0;0
250750705000311;1;149;0;0
250750705000312;1;46;0;0
250750705000313;1;252;3;0
250750705000314;1;55;0;0
250750705000315;1;92;0;0
250750705000316;1;78;0;0
250750705000317;1;63;0;0
250750705000318;1;57;0;0
250750705000319;1;45;0;0
250750705000320;1;73;0;0
250750705000321;1;90;4;0
250750705000322;1;307;2;0
250750705000323;1;133;0;0
250750705000324;1;135;0;0
250750705000325;1;116;0;0
250750705000326;1;37;0;0
250750705000327;1;140;0;0
250750705000328;1;112;2;0
250750705000329;1;194;0;0
250750705000330;1;112;0;0
250750705000331;1;59;0;0
250750705000332;1;86;1;0
250750705000333;1;109;0;0
250750705000334;1;77;0;0
250750705000335;1;151;0;0
250750705000336;1;103;0;0
250750705000337;1;134;0;0
250750705000338;1;125;0;0
250750705000339;1;138;0;0
250750705000340;1;201;0;0
250750705000341;1;157;0;0
250750705000342;1;94;1;0
250750705000343;1;151;0;0
250750705000344;1;131;0;0
250750705000345;1;100;0;0
250750705000346;1;171;0;0
250750705000347;1;169;0;0
250750705000348;1;163;0;0
250750705000349;1;98;0;0
250750705000350;1;118;1;0
250750705000351;1;108;0;0
250750705000352;1;121;0;0
250750705000353;1;74;0;0
250750705000354;1;320;0;0
250750705000355;1;99;0;0
250750705000356;1;122;0;0
250750705000357;1;199;0;0
250750705000358;1;100;0;0
250750705000359;1;227;0;1
250750705000360;1;70;0;0
250750705000361;1;120;0;0
250750705000362;1;116;0;0
250750705000363;1;140;0;1
250750705000364;1;107;0;0
250750705000365;1;156;2;0
250750705000366;1;106;0;0
250750705000367;1;81;1;0
250750705000368;1;214;0;0
250750705000369;1;113;1;0
250750705000370;1;113;1;0
250750705000371;1;103;0;0
250750705000372;1;69;0;0
250750705000373;1;153;0;0
250750705000374;1;169;0;0
250750705000375;1;125;0;0
250750705000376;1;133;0;0
250750705000377;1;139;1;0
250750705000378;1;41;0;0
250750705000379;1;36;0;0
250750705000380;1;144;1;0
250750705000381;1;139;0;0
250750705000382;1;95;0;0
250750705000383;1;120;0;0
250750705000384;1;117;1;0
250750705000385;1;117;0;0
250750705000386;1;107;0;0
250750705000387;1;102;0;0
250750705000388;1;98;0;0
250750705000389;1;110;0;0
250750705000390;1;214;2;0
250750705000391;1;136;1;0
250750705000392;1;107;0;0
250750705000393;1;129;0;0
250750705000394;1;111;0;0
250750705000395;1;127;0;0
250750705000396;1;166;0;0
250750705000397;1;145;0;0
250750705000398;1;104;0;0
250750705000399;1;140;0;0
250750705000400;1;189;0;0
250750705000401;1;116;0;0
250750705000402;1;152;0;0
250750705000403;1;165;0;0
250750705000404;1;116;0;0
250750705000405;1;102;0;0
250750705000406;1;204;0;0
250750705000407;1;108;0;5
250750705000408;1;166;0;0
250750705000409;1;161;0;0
250750705000410;1;157;1;0
250750705000411;1;142;0;1
250750705000412;1;209;0;0
250750705000413;1;86;0;0
250750705000414;1;148;2;0
250750705000415;1;121;0;0
250750705000416;1;173;0;0
250750705000417;1;166;0;0
250750705000418;1;97;0;0
250750705000419;1;77;0;0
250750705000420;1;277;2;0
250750705000421;1;19;0;0
250750705000422;1;292;2;0
250750705000423;1;249;0;1
250750705000424;1;0;"X";"X"
250750705000425;1;169;0;0
250750705000426;1;101;0;0
250750705000427;1;69;0;0
250750705000428;1;199;0;0
250750705000429;1;210;0;0
250750705000430;1;188;0;0
250750705000431;1;190;1;5
250750705000432;1;132;1;0
250750705000433;1;104;0;0
250750705000434;1;210;1;0
250750705000435;1;116;0;0
250750705000436;1;111;0;0
250750705000437;1;110;0;0
250750705000438;1;148;1;0
250750705000439;1;182;0;0
250750705000440;1;145;0;0
250750705000441;1;123;0;0
250750705000442;1;211;1;4
250750705000443;1;61;2;0
250750705000444;1;123;0;1
250750705000445;1;93;0;0
250750705000446;1;246;0;0
250750705000447;1;272;3;0
250750705000448;1;201;3;0
250750705000449;1;118;0;0
250750705000450;1;170;2;0
250750705000451;1;155;1;0
250750705000452;1;84;0;0
250750705000453;1;174;1;0
250750705000454;1;209;4;6
250750705000455;1;206;1;0
250750705000456;1;183;0;0
250750705000457;1;89;0;0
250750705000458;1;103;0;0
250750705000459;1;88;0;0
250750705000460;1;103;0;0
250750705000461;1;113;0;0
250750705000462;1;51;0;0
250750705000463;1;83;0;0
250750705000464;1;117;0;0
250750705000465;1;79;0;0
250750705000466;1;106;0;0
250750705000467;1;73;0;0
250750705000468;1;70;0;0
250750705000469;1;42;0;0
250750705000470;1;111;0;0
250750705000471;1;84;1;0
250750705000472;1;83;0;0
250750705000473;1;104;0;0
250750705000474;1;71;0;0
250750705000475;1;84;0;0
250750705000476;1;59;0;0
250750705000477;1;105;0;0
250750705000478;1;67;0;0
250750705000479;1;95;0;0
250750705000480;1;67;0;0
250750705000481;1;29;0;0
250750705000482;1;98;1;0
250750705000483;1;122;0;0
250750705000484;1;81;0;0
250750705000485;1;142;0;0
250750705000486;1;128;1;0
250750705000487;1;122;0;0
250750705000488;1;68;0;0
250750705000489;1;97;2;0
250750705000490;1;175;0;0
250750705000491;1;214;0;0
250750705000492;1;57;0;0
250750705000493;1;32;0;0
250750705000494;1;75;0;0
250750705000495;1;81;0;1
250750705000496;1;52;0;0
250750705000497;1;101;0;0
250750705000498;1;75;0;0
250750705000499;1;31;0;0
250750705000500;1;258;0;0
250750705000501;1;67;0;0
250750705000502;1;156;0;0
250750705000503;1;81;0;0
250750705000504;1;189;0;1
250750705000505;1;119;1;0
250750705000506;1;139;0;0
250750705000507;1;232;1;0
250750705000508;1;287;0;0
250750705000509;1;167;1;0
250750705000510;1;221;0;0
250750705000511;1;179;1;0
250750705000512;8;28;0;1
250750705000513;4;98;0;0
250750705000514;8;171;1;0
250750705000515;1;228;2;0
250750705000516;8;22;0;0
250750705000517;1;119;0;0
250750705000518;1;205;0;0
250750705000519;1;69;0;0
250750705000520;1;210;0;3
250750705000521;1;186;0;1
250750705000522;1;144;0;1
250750705000523;1;86;0;0
250750705000524;1;99;0;0
250750705000525;1;26;0;0
250750705000526;1;72;0;0
250750705000527;1;61;0;0
250750705000528;1;104;0;0
250750705000529;1;73;0;0
250750705000530;1;92;0;0
250750705000531;1;77;1;0
250750705000532;1;56;0;0
250750705000533;1;44;0;0
250750705000534;1;51;0;0
250750705000535;1;64;0;0
250750705000536;1;87;0;0
250750705000537;1;91;0;0
250750705000538;1;102;0;0
250750705000539;1;59;0;0
250750705000540;1;35;0;0
250750705000541;1;80;0;0
250750705000542;1;81;0;0
250750705000543;1;56;0;0
250750705000544;1;62;0;0
250750705000545;1;18;0;0
250750705000546;1;39;0;0
250750705000547;1;42;0;0
250750705000548;1;93;0;0
250750705000549;1;129;0;0
250750705000550;1;69;0;0
250750705000551;1;114;0;0
250750705000552;1;51;0;0
250750705000553;1;46;0;0
250750705000554;1;108;0;0
250750705000555;1;42;0;0
250750705000556;1;45;0;0
250750705000557;1;43;0;0
250750705000558;1;56;0;0
250750705000559;1;64;0;0
250750705000560;1;129;2;0
250750705000561;1;76;1;0
250750705000562;8;4;"X";"X"
250750705000563;8;54;0;0
250750705000564;1;79;0;0
250750705000565;1;87;0;0
250750705000566;1;0;0;0
250750705000567;1;18;2;0
250750705000569;1;0;0;0
250750705000570;1;0;0;0
250750705000571;1;184;0;0
250750705000572;1;29;0;0
250750705000573;1;9;0;0
250750705000574;1;58;0;0
250750705000575;1;154;1;0
250750705000576;1;183;1;0
250750705000577;1;0;"X";"X"
250750705000578;1;97;0;0
250750705000579;1;66;2;1
250750705000580;1;234;0;0
250750705000581;1;201;0;0
250750705000582;1;140;0;0
250750705000583;1;172;5;0
250750705000584;1;0;0;0
250750705000585;1;43;1;0
250750705000586;1;0;0;0
250750705000587;1;0;0;0
250750705000588;1;0;0;0
250750705000589;1;104;0;0
250750705000590;1;64;0;0
250750705000592;1;63;0;0
250750705000593;1;72;0;0
250750705000594;1;79;0;0
250750705000595;1;123;0;0
250750705000596;1;73;0;0
250750705000597;1;119;0;0
250750705000598;1;134;1;0
250750705000599;1;163;0;0
250750705000600;1;140;1;0
250750705000601;1;161;0;0
250750705000602;1;259;0;0
250750705000603;1;94;0;0
250750705000604;1;213;0;0
250750705000605;1;121;2;1
250750705000606;1;180;0;0
250750705000607;1;175;0;0
250750705000608;1;69;0;0
250750705000609;1;270;4;0
250750705000610;1;149;0;0
250750705000611;8;33;0;0
250750705000612;1;197;1;0
250750705000613;1;107;1;0
250750705000614;1;157;0;0
250750705000615;1;165;1;0
250750705000616;1;234;4;4
250750705000617;1;268;1;0
250750705000618;1;167;0;0
250750705000619;1;210;0;0
250750705000620;1;137;0;0
250750705000621;1;70;0;0
250750705000622;1;66;0;0
250750705000623;1;107;0;0
250750705000624;1;63;0;0
250750705000625;1;49;0;0
250750705000626;1;50;0;0
250750705000627;1;54;0;0
250750705000628;1;78;0;0
250750705000629;1;95;0;0
250750705000630;1;154;0;0
250750705000631;1;244;1;0
250750705000632;1;6;"X";"X"
250750705000633;1;138;1;0
250750705000634;1;206;0;0
250750705000635;1;131;0;0
250750705000637;1;41;0;0
250750705000639;1;64;0;0
250750705000640;1;38;0;0
250750705000641;1;27;0;0
250750705000642;1;47;0;0
250750705000643;1;63;0;0
250750705000644;1;118;0;0
250750705000645;1;151;0;0
250750705000646;1;104;0;0
250750705000647;1;136;0;0
250750705000648;1;63;0;0
250750705000649;1;46;0;0
250750705000650;1;123;0;0
250750705000651;1;101;0;0
250750705000652;1;30;0;0
250750705000653;1;34;0;0
250750705000654;1;2;0;0
250750705000655;1;74;0;0
250750705000656;1;130;0;0
250750705000657;1;128;0;0
250750705000658;1;165;2;0
